,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
1079,158,408,0,0,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,0
1080,114,415,0,0,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,0
1081,64,408,0,1,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0
1082,88,415,0,0,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,0
1083,82,510,1,0,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0
1084,111,415,0,0,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,0
1085,60,408,0,0,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0
1086,113,408,0,0,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0
1087,109,408,0,0,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,0
1088,105,510,0,1,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,0
1089,85,510,0,0,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,0
1090,131,510,0,0,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0
1091,59,510,0,0,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,0
1092,148,408,0,0,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,0
1093,210,408,0,0,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,0
1094,115,415,0,0,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0
1095,106,510,0,0,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,0
1096,93,415,0,0,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,0
1097,57,415,0,1,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,0
1098,98,510,0,0,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,0
1099,157,415,0,0,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,0
1100,116,415,0,1,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0
1101,30,510,0,0,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,0
1102,111,510,0,0,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
1103,52,415,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0
1104,72,415,0,0,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0
1105,135,510,0,1,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
1106,86,510,0,0,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0
1107,98,415,0,1,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0
1108,151,510,0,0,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0
1109,118,415,0,0,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,0
1110,117,415,0,0,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,0
1111,55,510,0,0,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0
1112,82,408,0,0,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0
1113,152,415,0,0,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,0
1114,108,408,0,1,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
1115,98,408,0,0,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
1116,130,415,0,0,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,0
1117,136,408,1,0,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,0
1118,47,415,0,0,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,0
1119,189,415,0,0,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0
1120,107,415,0,0,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,0
1121,91,415,0,0,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1
1122,159,415,0,0,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,1
1123,11,408,0,1,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,0
1124,167,415,0,0,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,0
1125,111,408,0,0,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0
1126,99,408,0,1,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,0
1127,159,415,0,1,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,0
1128,114,415,1,1,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,0
1129,71,415,0,0,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,0
1130,122,415,0,0,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,0
1131,100,408,0,1,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,0
1132,83,415,0,1,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0
1133,64,408,0,0,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,1
1134,105,408,0,0,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,0
1135,144,415,0,1,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,0
1136,106,415,1,1,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,1
1137,19,510,0,1,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0
1138,46,408,0,0,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0
1139,127,510,0,0,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0
1140,9,415,0,1,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
1141,157,415,0,0,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,0
1142,105,415,0,0,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
1143,105,415,0,1,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,0
1144,155,408,0,0,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0
1145,31,415,0,0,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,0
1146,161,415,0,0,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,0
1147,95,408,0,1,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,0
1148,122,415,0,0,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0
1149,37,415,1,0,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0
1150,132,415,0,0,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
1151,119,408,0,1,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,0
1152,16,408,0,0,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,0
1153,99,408,0,0,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,0
1154,76,408,0,1,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
1155,167,415,0,0,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,1
1156,129,415,0,0,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,0
1157,116,408,0,0,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,0
1158,60,415,1,0,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,0
1159,128,415,0,0,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
1160,47,408,0,1,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0
1161,40,510,1,0,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0
1162,173,510,0,0,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,0
1163,157,510,0,1,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,0
1164,66,408,0,1,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,0
1165,50,415,1,1,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,0
1166,72,415,0,0,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,0
1167,130,510,0,0,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,0
1168,143,408,0,0,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,0
1169,89,510,1,0,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
1170,108,415,0,0,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0
1171,32,408,0,0,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,0
1172,166,415,0,0,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,0
1173,109,408,0,0,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,0
1174,72,408,0,1,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
1175,134,415,0,1,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,0
1176,13,415,0,0,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0
1177,90,415,0,0,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,0
1178,111,415,0,1,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
1179,101,408,0,1,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
1180,72,415,0,0,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
1181,67,510,0,1,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,0
1182,172,408,0,0,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
1183,154,510,0,1,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2,0
1184,69,510,0,0,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,0
1185,123,415,0,0,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
1186,130,415,0,1,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
1187,142,415,0,1,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0
1188,29,415,0,0,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
1189,87,408,0,1,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,0
1190,149,415,0,0,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
1191,146,408,1,0,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0
1192,88,415,1,0,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1
1193,119,415,1,1,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
1194,48,510,0,0,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0
1195,135,415,0,0,0,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97,1,0
1196,100,510,0,0,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
1197,98,415,0,0,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0
1198,75,510,0,1,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,0
1199,180,415,0,1,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0
1200,100,415,0,1,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,0
1201,119,415,0,1,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16,2,0
1202,86,415,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0
1203,155,408,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0
1204,78,415,1,0,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1
1205,153,415,0,0,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
1206,92,510,0,1,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62,0,0
1207,13,510,0,1,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0
1208,154,415,0,0,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
1209,144,510,1,1,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0
1210,48,408,0,0,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,0
1211,94,408,0,0,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
1212,139,415,0,0,0,165.0,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0
1213,126,415,0,0,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
1214,122,415,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,0
1215,139,510,0,0,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,0
1216,95,415,0,0,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0
1217,80,408,0,1,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,0
1218,131,415,0,1,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,0
1219,36,510,0,0,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,0
1220,180,510,0,0,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,0
1221,25,415,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0
1222,113,415,0,0,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,0
1223,88,415,0,1,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0
1224,120,415,0,0,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,0
1225,74,415,0,0,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,0
1226,109,510,0,0,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08,2,0
1227,162,510,0,1,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,0
1228,124,510,0,1,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0
1229,177,408,0,0,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,0
1230,91,510,0,0,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0
1231,105,408,0,0,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,1
1232,24,510,0,0,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,1
1233,48,510,0,0,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,0
1234,86,408,0,0,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0
1235,163,510,0,0,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,0
1236,91,510,0,0,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0
1237,56,510,0,0,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
1238,147,415,1,1,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0
1239,64,415,0,0,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0
1240,108,510,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
1241,159,510,0,0,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0
1242,136,510,1,0,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,0
1243,116,415,0,1,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,0
1244,45,408,0,1,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0
1245,122,415,0,0,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,0
1246,138,415,0,0,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,0
1247,132,415,0,0,0,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38,1,0
1248,101,415,1,0,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,0
1249,58,510,0,0,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,0
1250,81,415,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0
1251,87,415,0,0,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,0
1252,116,510,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0
1253,85,415,1,0,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,0
1254,62,510,0,1,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,1
1255,90,415,0,0,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0
1256,98,415,0,0,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,0
1257,73,415,0,0,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,0
1258,107,510,1,0,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,0
1259,55,408,0,1,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,0
1260,76,415,0,1,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,0
1261,30,510,0,0,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,0
1262,157,415,0,0,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0
1263,40,408,0,1,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1
1264,72,408,0,0,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,0
1265,95,415,0,1,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,0
1266,42,415,0,0,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,0
1267,86,415,0,0,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,0
1268,131,415,0,0,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0
1269,55,510,0,1,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,1
1270,74,415,0,0,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,0
1271,81,408,1,1,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,0
1272,81,408,0,0,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,0
1273,28,415,0,0,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,1
1274,111,510,0,0,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0,0
1275,3,510,0,1,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,0
1276,51,415,0,0,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
1277,68,415,0,1,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
1278,163,408,0,0,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,1
1279,87,510,0,0,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,0
1280,58,510,0,0,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
1281,109,408,0,0,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0
1282,111,415,0,0,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,0
1283,144,415,0,0,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2,0
1284,135,415,0,0,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27,5,1
1285,109,415,0,1,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,0
1286,107,415,0,1,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0
1287,149,408,0,0,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0
1288,56,510,0,0,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,0
1289,129,408,0,0,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0
1290,92,408,0,0,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,0
1291,67,415,0,1,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,0
1292,120,415,0,0,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,0
1293,166,415,0,0,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,0
1294,66,408,0,0,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,0
1295,76,408,0,0,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0
1296,79,415,0,0,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,0
1297,98,415,0,1,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,0
1298,141,510,0,1,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,0
1299,49,415,0,0,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,1
1300,46,510,0,0,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,0
1301,137,415,0,0,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3,0
1302,171,408,0,0,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,1
1303,10,415,0,0,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,0
1304,88,510,0,0,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0
1305,89,415,0,0,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,0
1306,82,415,0,0,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1
1307,139,510,0,0,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,3,0
1308,87,415,0,0,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0
1309,137,415,1,0,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0
1310,45,510,0,0,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1,1
1311,90,415,0,0,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1,0
1312,103,415,0,0,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0
1313,100,415,0,0,0,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,7.3,1,1.97,2,0
1314,110,510,0,0,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0
1315,124,415,0,0,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0
1316,10,510,0,0,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0
1317,89,415,0,1,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,0
1318,121,408,0,0,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,0
1319,101,415,0,0,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,0
1320,103,415,0,1,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,0
1321,51,408,0,0,0,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,1,0
